Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Ordinária,Preferencial,Sem dados para mostrar,Unit
RAPT4,RANDON PART,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Indústria e comércio de veíc. automotores e rebocados para a movimentação e o de transporte de materiais; de implem para o transp rodoviário e ferroviário e de aparelhos mecânicos. peças,RAPT4,13/12/2024,PN,"R$ 10,23",1 Ação,"R$ 14,60 M",ITR - 30/09/2024,Bens Industriais,Material de Transporte,Material Rodoviário,"AGFS, IBRA, IGC, IGCT, INDX, ITAG, SMLL","9,73","1,09","0,30","3,78","7,07","0,24","2,90","0,87","-0,48","6,28","4,91","0,65","8,18","15,31","0,52","R$ 3,18 B","R$ 7,30 B",30/09/2024,"R$ 10,23",13/12/2024,"5,02%","R$ 3,13 B","R$ 823,93 M","R$ 388,74 M","- R$ 82,70 M","R$ 471,44 M","R$ 121,90 M","R$ 0,37","R$ 8,90","R$ 13,27","-17,80%","-18,86%","38,30%","17,63%","12,97%","4,15%","-20,23%","-5,50%","6,54%","1,27%","R$ 25,50 M","10,67%","12,65%","16,17%","19,17%","11,75%","2,71%","25,94%","3,09%","10,35%","13,26%","0,88","4,52","3,52","2,77","R$ 1,88 B","R$ 13,93 B","R$ 1,43 B","R$ 4,56 B","R$ 5,99 B","R$ 4,11 B","R$ 3,08 B","R$ 9,35",116.516.000,212.815.000,329.331.000,0,1.037.000,1.037.000,116.516.000,211.778.000,328.294.000,"- R$ 259,04 M","- R$ 279,63 M","- R$ 237,91 M","- R$ 776,59 M","- R$ 110,52 M","- R$ 369,56 M","- R$ 415,18 M","R$ 476,63 M",,,,,,,,,
RBNS11,RODOBENS,RODOBENS S.A,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,(i) a participação no capital social de outras sociedades; (ii) a alocação e a gestão de recursos próprios; e (iii) a consultoria estratégica e de gestão de negócios.,RBNS11,NA,,NA,NA,NA,ITR - 30/09/2024,Bens Industriais,Comércio,Material de Transporte,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCSL3,RECRUSUL,RECRUSUL S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Produção e comercialização de implementos rodoviários e equipamentos para refrigeração industrial.,RCSL3,13/12/2024,ON,"R$ 5,42",1 Ação,"R$ 6,36 M",ITR - 30/09/2024,Bens Industriais,Material de Transporte,Material Rodoviário,"AGFS, IBRA, SMLL","-13,69","-17,93","5,66","-52,52","-31,53","3,50","-16,58","-37,66","-2,72","-8,30","-9,45","2,83","-26,30","-15,79","1,75","R$ 86,36 M","R$ 86,36 M",30/09/2024,"R$ 5,42",13/12/2024,"0,00%","R$ 3,16 M","R$ 311,00 mil","- R$ 6,11 M","- R$ 257,00 mil","- R$ 5,85 M","- R$ 5,78 M","- R$ 0,18","R$ 2,65","R$ 13,80","-45,36%","-35,78%","-68,34%","-43,78%","-91,49%","-56,05%","-95,84%","-54,86%","-76,80%","-25,31%","R$ 7,72 M","-19,31%","-10.244,78%","-29,25%","-15.522,39%","-10.858,62%","-20,54%","10,07%","-41,31%","-34,11%","-29,97%","0,50","-5,13","-6,13","0,00","R$ 4,00 mil","R$ 49,32 M","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 4,00 mil","- R$ 9,62 M","- R$ 0,30",10.663.000,21.158.000,31.821.000,0,0,0,10.663.000,21.158.000,31.821.000,"- R$ 88,00 mil","- R$ 676,00 mil","R$ 731,00 mil","- R$ 33,00 mil","- R$ 676,00 mil","- R$ 764,00 mil","- R$ 2,19 M","- R$ 5,47 M",,,,,,,,,
RCSL4,RECRUSUL,RECRUSUL S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Produção e comercialização de implementos rodoviários e equipamentos para refrigeração industrial.,RCSL4,13/12/2024,PN,"R$ 1,35",1 Ação,"R$ 2,59 M",ITR - 30/09/2024,Bens Industriais,Material de Transporte,Material Rodoviário,-,"-3,41","-4,47","1,41","-13,08","-7,85","0,87","-4,13","-9,38","-0,68","-8,30","-9,45","2,83","-26,30","-15,79","1,75","R$ 86,36 M","R$ 86,36 M",30/09/2024,"R$ 1,35",13/12/2024,"0,00%","R$ 3,16 M","R$ 311,00 mil","- R$ 6,11 M","- R$ 257,00 mil","- R$ 5,85 M","- R$ 5,78 M","- R$ 0,18","R$ 0,80","R$ 3,88","-61,21%","-64,10%","-75,18%","-50,23%","-94,14%","-61,19%","-94,52%","-51,64%","-93,56%","-42,18%","R$ 7,51 M","-19,31%","-10.244,78%","-29,25%","-15.522,39%","-10.858,62%","-20,54%","10,07%","-41,31%","-34,11%","-29,97%","0,50","-5,13","-6,13","0,00","R$ 4,00 mil","R$ 49,32 M","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 4,00 mil","- R$ 9,62 M","- R$ 0,30",10.663.000,21.158.000,31.821.000,0,0,0,10.663.000,21.158.000,31.821.000,"- R$ 88,00 mil","- R$ 676,00 mil","R$ 731,00 mil","- R$ 33,00 mil","- R$ 676,00 mil","- R$ 764,00 mil","- R$ 2,19 M","- R$ 5,47 M",,,,,,,,,
RDNI3,RNI,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,(i) a compra e venda de imóveis; (ii) o desmembramento ou loteamento de terrenos; (iii) a incorporação imobiliária ou construção de imóveis destinados à venda; (iv) a prestação de serviços a terceiros,RDNI3,13/12/2024,ON,"R$ 2,31",1 Ação,"R$ 3,27 mil",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,"IGC, IGNM, ITAG","-0,45","0,31","0,23","-0,53","-0,53","0,06","-0,82","0,50","-0,09","-5,16","-5,44","1,43","-3,35","-3,34","0,38","R$ 101,11 M","R$ 637,20 M",30/09/2024,"R$ 2,31",13/12/2024,"0,00%","R$ 175,80 M","R$ 38,79 M","R$ 8,40 M","- R$ 1,67 M","R$ 10,07 M","- R$ 10,97 M","- R$ 0,25","R$ 2,31","R$ 4,90","-50,11%","-49,45%","-62,59%","-38,88%","-76,28%","-38,12%","-79,19%","-32,47%","-82,79%","-29,64%","R$ 16,86 mil","-4,00%","-6,12%","-6,05%","-9,27%","-38,46%","-9,54%","6,47%","-50,32%","-27,78%","-26,36%","0,19","5,14","4,14","-4,58","R$ 33,43 M","R$ 1,66 B","R$ 228,33 M","R$ 341,19 M","R$ 569,52 M","R$ 536,09 M","R$ 322,86 M","R$ 7,38",43.770.000,0,43.770.000,1.567.000,0,1.567.000,42.203.000,0,42.203.000,"- R$ 17,08 M","R$ 4,64 M","- R$ 14,13 M","- R$ 26,58 M","- R$ 118,00 mil","- R$ 17,20 M","- R$ 752,00 mil","- R$ 190,93 M",,,,,,,,,
RDOR3,REDE D OR,REDE DOR SÃO LUIZ S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,,RDOR3,13/12/2024,ON,"R$ 26,82",1 Ação,"R$ 148,38 M",ITR - 30/09/2024,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,"GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","16,64","2,51","1,24","14,42","37,82","0,63","8,48","1,95","-1,47","12,66","10,52","1,85","21,51","56,43","0,94","R$ 61,40 B","R$ 91,61 B",30/09/2024,"R$ 26,82",13/12/2024,"2,35%","R$ 13,02 B","R$ 2,44 B","R$ 2,19 B","- R$ 404,64 M","R$ 2,59 B","R$ 1,15 B","R$ 0,50","R$ 23,07","R$ 34,59","-1,77%","-2,15%","7,07%","3,48%","-40,24%","-15,78%","-57,05%","-19,06%",-,-,"R$ 153,45 M","8,30%","9,12%","12,57%","13,81%","16,68%","4,11%","18,67%","7,45%","14,61%","17,59%","0,55","4,00","3,00","3,47","R$ 5,50 B","R$ 97,86 B","R$ 3,01 B","R$ 32,70 B","R$ 35,71 B","R$ 30,21 B","R$ 24,47 B","R$ 10,69",2.289.292.590,0,2.289.292.590,47.208.463,0,47.208.463,2.242.084.127,0,2.242.084.127,"R$ 2,81 B","R$ 720,94 M","- R$ 1,67 B","R$ 1,86 B","- R$ 770,05 M","R$ 2,04 B","- R$ 2,64 B","R$ 1,62 B",,,,,,,,,
RECV3,PETRORECSA,PETRORECÔNCAVO S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Exploração e produção de petróleo e gás natural,RECV3,13/12/2024,ON,"R$ 16,06",1 Ação,"R$ 32,15 M",ITR - 30/09/2024,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,"IBOVESPA, IBRA, IBRX, IGC, IGCT, IGNM, ITAG, SMLL","7,96","1,03","1,52","2,45","5,23","0,61","6,00","4,76","-2,20","7,66","4,04","1,93","3,13","6,67","0,78","R$ 4,71 B","R$ 6,01 B",30/09/2024,"R$ 16,06",13/12/2024,"17,13%","R$ 850,19 M","R$ 285,33 M","R$ 236,40 M","- R$ 203,00 M","R$ 439,40 M","R$ 158,84 M","R$ 0,54","R$ 15,33","R$ 20,83","-10,38%","-8,17%","-31,83%","-17,46%","27,48%","8,44%",-,-,-,-,"R$ 35,99 M","8,96%","9,83%","13,57%","14,89%","13,36%","8,56%","34,27%","19,03%","25,24%","47,80%","0,45","1,69","0,69","0,87","R$ 420,69 M","R$ 7,71 B","R$ 125,00 M","R$ 1,59 B","R$ 1,72 B","R$ 1,30 B","R$ 4,57 B","R$ 15,59",293.452.126,0,293.452.126,352.936,0,352.936,293.099.190,0,293.099.190,"R$ 521,19 M","- R$ 124,24 M","- R$ 387,29 M","R$ 9,67 M","- R$ 253,47 M","R$ 267,72 M","- R$ 1,02 B","R$ 901,45 M",,,,,,,,,
REDE3,REDE ENERGIA,REDE ENERGIA PARTICIPAÇÕES S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Participação em outras empresas (A Rede Energia Participações é uma holding),REDE3,13/12/2024,ON,"R$ 6,39",1 Ação,"R$ 4,48 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"8,64","3,28","0,78","2,96","6,55","0,45","3,44","19,63","-0,54","7,01","5,76","1,58","6,02","13,35","0,92","R$ 13,48 B","R$ 27,46 B",30/09/2024,"R$ 6,39",13/12/2024,"9,13%","R$ 4,46 B","R$ 1,16 B","R$ 832,83 M","- R$ 223,12 M","R$ 1,06 B","R$ 286,18 M","R$ 0,14","R$ 5,82","R$ 7,39","3,76%","9,85%","43,13%","19,67%","24,03%","7,45%","-10,83%","-2,83%","17,72%","3,31%","R$ 12,76 mil","17,00%","14,80%","25,75%","22,43%","26,73%","5,91%","29,27%","9,00%","22,55%","27,45%","0,66","7,26","6,26","2,93","R$ 438,88 M","R$ 29,84 B","R$ 3,48 B","R$ 10,93 B","R$ 14,41 B","R$ 13,97 B","R$ 4,11 B","R$ 1,95",2.110.323.374,0,2.110.323.374,0,0,0,2.110.323.374,0,2.110.323.374,"R$ 828,35 M","- R$ 3,26 M","- R$ 698,90 M","R$ 126,18 M","- R$ 765,75 M","R$ 62,60 M","- R$ 2,51 B","R$ 2,06 B",,,,,,,,,
RENT3,LOCALIZA,LOCALIZA RENT A CAR S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Aluguel de carros e gestão de frotas,RENT3,13/12/2024,ON,"R$ 32,23",1 Ação,"R$ 534,10 M",ITR - 30/09/2024,Consumo Cíclico,Diversos,Aluguel de carros,"GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ITAG, MLCX","20,75","1,36","0,99","-12,79","-11,44","0,42","6,25","20,13","-0,63","13,72","6,68","2,17","-28,06","-25,10","0,93","R$ 34,89 B","R$ 76,56 B",30/09/2024,"R$ 32,23",13/12/2024,"4,85%","R$ 9,68 B","R$ 2,76 B","R$ 2,03 B","- R$ 1,29 B","R$ 3,32 B","R$ 811,18 M","R$ 0,75","R$ 32,23","R$ 62,48","-45,98%","-48,02%","-32,09%","-17,62%","-41,26%","-16,26%","-45,81%","-14,21%","-20,73%","-4,54%","R$ 391,32 M","6,58%","6,01%","9,97%","9,11%","6,67%","2,28%","23,69%","4,76%","15,79%","32,47%","0,48","3,22","2,22","3,63","R$ 1,49 B","R$ 82,59 B","R$ 7,61 B","R$ 35,54 B","R$ 43,16 B","R$ 41,67 B","R$ 25,64 B","R$ 23,68",1.082.620.720,0,1.082.620.720,21.940.484,0,21.940.484,1.060.680.236,0,1.060.680.236,"R$ 2,01 B","- R$ 84,20 M","- R$ 1,71 B","R$ 207,83 M","- R$ 60,90 M","R$ 1,95 B","- R$ 321,83 M","- R$ 3,05 B",,,,,,,,,
RNEW11,RENOVA,RENOVA ENERGIA S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Nível 2 de Governança Corporativa,Geração de energia por meio de fontes renováveis.,RNEW11,13/12/2024,UNT,"R$ 2,81",1 Ação,"R$ 7,89 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"3,06","0,26","1,07","2,96","4,31","0,08","0,84","-0,67","-0,09","4,52","3,33","5,78","16,01","23,31","0,41","R$ 230,77 M","R$ 1,26 B",30/09/2024,"R$ 2,81",13/12/2024,"0,00%","R$ 69,28 M","R$ 11,16 M","R$ 46,53 M","- R$ 25,17 M","R$ 71,71 M","- R$ 1,35 M","- R$ 0,01","R$ 2,50","R$ 4,47","-31,13%","-21,94%","-51,05%","-30,07%","-58,06%","-25,17%","-84,30%","-37,07%","-72,61%","-22,80%","R$ 32,65 mil","7,71%","10,09%","11,68%","15,30%","9,47%","2,80%","79,22%","34,99%","127,98%","173,56%","0,08","3,48","2,48","2,72","R$ 127,09 M","R$ 3,08 B","R$ 291,97 M","R$ 867,32 M","R$ 1,16 B","R$ 1,03 B","R$ 883,60 M","R$ 3,54",124.741.981,124.741.975,249.483.956,0,0,0,124.741.981,124.741.975,249.483.956,"R$ 17,99 M","R$ 31,20 M","- R$ 282,00 mil","R$ 48,91 M","- R$ 9,24 M","R$ 8,75 M","- R$ 24,70 M","R$ 54,17 M",,,,,,,,,
RNEW3,RENOVA,RENOVA ENERGIA S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Nível 2 de Governança Corporativa,Geração de energia por meio de fontes renováveis.,RNEW3,13/12/2024,ON,"R$ 0,94",1 Ação,"R$ 14,51 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"3,07","0,27","1,07","2,97","4,33","0,08","0,84","-0,67","-0,09","4,52","3,33","5,78","16,01","23,31","0,41","R$ 230,77 M","R$ 1,26 B",30/09/2024,"R$ 0,94",13/12/2024,"0,00%","R$ 69,28 M","R$ 11,16 M","R$ 46,53 M","- R$ 25,17 M","R$ 71,71 M","- R$ 1,35 M","- R$ 0,01","R$ 0,82","R$ 1,49","-29,32%","-21,01%","-49,46%","-28,94%","-59,48%","-26,02%","-84,04%","-36,81%","-75,58%","-24,55%","R$ 123,21 mil","7,71%","10,09%","11,68%","15,30%","9,47%","2,80%","79,22%","34,99%","127,98%","173,56%","0,08","3,48","2,48","2,72","R$ 127,09 M","R$ 3,08 B","R$ 291,97 M","R$ 867,32 M","R$ 1,16 B","R$ 1,03 B","R$ 883,60 M","R$ 3,54",124.741.981,124.741.975,249.483.956,0,0,0,124.741.981,124.741.975,249.483.956,"R$ 17,99 M","R$ 31,20 M","- R$ 282,00 mil","R$ 48,91 M","- R$ 9,24 M","R$ 8,75 M","- R$ 24,70 M","R$ 54,17 M",,,,,,,,,
RNEW4,RENOVA,RENOVA ENERGIA S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Nível 2 de Governança Corporativa,Geração de energia por meio de fontes renováveis.,RNEW4,13/12/2024,PN,"R$ 0,91",1 Ação,"R$ 128,65 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"2,97","0,26","1,04","2,88","4,19","0,07","0,81","-0,65","-0,09","4,52","3,33","5,78","16,01","23,31","0,41","R$ 230,77 M","R$ 1,26 B",30/09/2024,"R$ 0,91",13/12/2024,"0,00%","R$ 69,28 M","R$ 11,16 M","R$ 46,53 M","- R$ 25,17 M","R$ 71,71 M","- R$ 1,35 M","- R$ 0,01","R$ 0,81","R$ 1,51","-34,53%","-23,53%","-52,11%","-30,83%","-58,45%","-25,40%","-83,89%","-36,67%","-71,38%","-22,12%","R$ 286,81 mil","7,71%","10,09%","11,68%","15,30%","9,47%","2,80%","79,22%","34,99%","127,98%","173,56%","0,08","3,48","2,48","2,72","R$ 127,09 M","R$ 3,08 B","R$ 291,97 M","R$ 867,32 M","R$ 1,16 B","R$ 1,03 B","R$ 883,60 M","R$ 3,54",124.741.981,124.741.975,249.483.956,0,0,0,124.741.981,124.741.975,249.483.956,"R$ 17,99 M","R$ 31,20 M","- R$ 282,00 mil","R$ 48,91 M","- R$ 9,24 M","R$ 8,75 M","- R$ 24,70 M","R$ 54,17 M",,,,,,,,,
ROMI3,ROMI,ROMI S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Indústria e Comércio de Máquinas-Ferramenta,ROMI3,13/12/2024,ON,"R$ 9,05",1 Ação,"R$ 1,55 M",ITR - 30/09/2024,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,"IGC, IGNM, ITAG, SMLL","6,86","0,70","0,73","5,12","8,31","0,35","7,20","1,19","-1,70","11,90","7,96","1,21","8,46","13,72","0,58","R$ 843,20 M","R$ 1,39 B",30/09/2024,"R$ 9,05",13/12/2024,"8,49%","R$ 264,81 M","R$ 79,25 M","R$ 19,53 M","- R$ 14,72 M","R$ 34,25 M","R$ 22,96 M","R$ 0,25","R$ 8,97","R$ 12,12","-23,13%","-23,94%","-12,48%","-6,46%","-27,53%","-10,19%","2,55%","0,63%","37,62%","6,59%","R$ 1,95 M","4,67%","4,65%","7,07%","7,05%","10,84%","5,40%","28,89%","10,64%","10,13%","15,14%","0,51","2,00","1,00","3,14","R$ 181,23 M","R$ 2,40 B","R$ 313,05 M","R$ 418,05 M","R$ 731,10 M","R$ 549,87 M","R$ 1,20 B","R$ 12,88",93.170.747,0,93.170.747,0,0,0,93.170.747,0,93.170.747,"R$ 3,45 M","- R$ 56,11 M","- R$ 45,48 M","- R$ 104,06 M","- R$ 14,49 M","- R$ 11,05 M","- R$ 63,11 M","R$ 101,51 M",,,,,,,,,
RPAD3,ALFA HOLDING,ALFA HOLDINGS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Emp. Adm. Part. - Intermediação Financeira,RPAD3,09/12/2024,ON,"R$ 6,80",1 Ação,"R$ 680,00",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,"-7,11","0,57","0,00","268,46",NA,"0,56","-6,02","4,62","5,09","-6,94","-6,94","0,00","309,69",NA,"0,65","R$ 664,40 M","R$ 664,28 M",30/09/2024,"R$ 6,80",09/12/2024,"0,00%","R$ 0,00","R$ 0,00","- R$ 24,25 M","R$ 0,00","- R$ 24,25 M","- R$ 22,02 M","- R$ 0,26","R$ 6,75","R$ 10,00","-14,25%","-13,81%","-8,11%","-4,12%","15,46%","4,90%","11,30%","2,72%","23,44%","4,31%","R$ 843,38","-5,74%","-5,74%","-8,69%","-8,69%","-7,35%","-7,32%","0,00%","0,00%","0,00%","0,00%","0,00","1,01","0,01","0,00","R$ 111,00 mil","R$ 1,02 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 111,00 mil","R$ 1,01 B","R$ 11,91",46.011.632,38.670.637,84.682.269,0,0,0,46.011.632,38.670.637,84.682.269,"R$ 1,81 M","R$ 71,87 M","- R$ 4,00 mil","R$ 73,67 M",NA,NA,NA,NA,,,,,,,,,
RPAD5,ALFA HOLDING,ALFA HOLDINGS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Emp. Adm. Part. - Intermediação Financeira,RPAD5,03/12/2024,PNA,"R$ 9,09",1 Ação,"R$ 909,00",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,"-9,51","0,76","0,00","358,86",NA,"0,75","-8,05","6,17","6,80","-6,94","-6,94","0,00","309,69",NA,"0,65","R$ 664,40 M","R$ 664,28 M",30/09/2024,"R$ 9,09",03/12/2024,"6,72%","R$ 0,00","R$ 0,00","- R$ 24,25 M","R$ 0,00","- R$ 24,25 M","- R$ 22,02 M","- R$ 0,26","R$ 7,23","R$ 9,09","24,13%","29,37%","53,35%","24,13%","57,54%","16,54%","29,87%","6,78%","48,98%","8,33%","R$ 706,85","-5,74%","-5,74%","-8,69%","-8,69%","-7,35%","-7,32%","0,00%","0,00%","0,00%","0,00%","0,00","1,01","0,01","0,00","R$ 111,00 mil","R$ 1,02 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 111,00 mil","R$ 1,01 B","R$ 11,91",46.011.632,38.670.637,84.682.269,0,0,0,46.011.632,38.670.637,84.682.269,"R$ 1,81 M","R$ 71,87 M","- R$ 4,00 mil","R$ 73,67 M",NA,NA,NA,NA,,,,,,,,,
RPAD6,ALFA HOLDING,ALFA HOLDINGS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Emp. Adm. Part. - Intermediação Financeira,RPAD6,04/12/2024,PNB,"R$ 6,22",1 Ação,"R$ 2,48 mil",ITR - 30/09/2024,Financeiro,Intermediários Financeiros,Bancos,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 6,22","R$ 9,56","-19,01%","-15,49%","-6,47%","-3,30%","35,54%","10,76%","0,83%","0,21%","4,56%","0,90%","R$ 257,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPAD3,RPAD5,,
RPMG3,PET MANGUINH,REFINARIA DE PETROLEOS MANGUINHOS S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Tradicional - BOVESPA,Fabricação de produtos de refino de petróleo.,RPMG3,13/12/2024,ON,"R$ 2,56",1 Ação,"R$ 12,93 mil",ITR - 30/09/2024,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,-,"-0,16","-0,03","0,03","2,23","-608,04","0,02","-0,14","-0,12","-0,01","-0,14","-0,14","0,03","2,24","-610,01","0,02","R$ 173,29 M","R$ 173,85 M",30/09/2024,"R$ 2,56",13/12/2024,"0,00%","R$ 1,91 B","- R$ 245,35 M","- R$ 378,07 M","- R$ 10,22 M","- R$ 367,86 M","- R$ 372,47 M","- R$ 5,50","R$ 1,99","R$ 3,28","20,19%","18,52%","65,16%","28,56%","-9,22%","-3,18%","-12,93%","-3,40%","-47,00%","-11,91%","R$ 57,26 mil","19,80%","16,35%","29,99%","24,77%","21,53%","-18,38%","-13,64%","-18,87%","-21,69%","-21,23%","0,97","-1,26","-2,26","0,00","R$ 512,00 mil","R$ 7,76 B","R$ 1,08 M","R$ 0,00","R$ 1,08 M","R$ 563,00 mil","- R$ 6,15 B","- R$ 90,81",67.692.000,0,67.692.000,7.000,0,7.000,67.685.000,0,67.685.000,"R$ 4,27 M","- R$ 7,98 M","R$ 60,00 mil","- R$ 3,65 M","- R$ 8,68 M","- R$ 4,42 M","- R$ 78,00 M","- R$ 285,00 mil",,,,,,,,,
RSID3,ROSSI RESID,ROSSI RESIDENCIAL S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Compra e venda de imóveis. desmembramento e loteamento de terrenos. incorporação imobiliária. construção de imóveis destinados à venda. e a participação em outras sociedades.,RSID3,13/12/2024,ON,"R$ 2,45",1 Ação,"R$ 49,35 mil",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,-,"0,18","-0,05","0,58","2,57","2,66","0,10","-0,19","-0,16","-0,03","-1,62","-1,62","5,06","22,41","23,14","0,85","R$ 49,00 M","R$ 426,48 M",30/09/2024,"R$ 2,45",13/12/2024,"0,00%","R$ 33,40 M","R$ 10,55 M","R$ 4,62 M","- R$ 59,00 mil","R$ 4,68 M","- R$ 64,97 M","- R$ 3,25","R$ 2,45","R$ 6,10","-38,90%","-41,53%","-1,61%","-0,81%","-72,84%","-35,26%","-61,72%","-21,35%","-54,46%","-14,54%","R$ 168,60 mil","65,21%","27,99%","98,81%","42,40%","-22,13%","44,12%","28,74%","327,60%","-311,91%","-311,72%","0,13","-0,52","-1,52","-1,44","R$ 2,13 M","R$ 503,14 M","R$ 64,43 M","R$ 315,18 M","R$ 379,60 M","R$ 377,48 M","- R$ 972,06 M","- R$ 48,60",20.000.000,0,20.000.000,245.081,0,245.081,19.754.919,0,19.754.919,"- R$ 10,36 M","R$ 9,34 M","- R$ 353,00 mil","- R$ 1,37 M","R$ 59,00 mil","- R$ 10,30 M","- R$ 597,00 mil","R$ 18,43 M",,,,,,,,,
