Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Ordinária,Preferencial,Sem dados para mostrar,Unit
RAIL3,RUMO S.A.,RUMO S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Prestar serviços de transporte de cargas através dos modais ferroviário e rodoviário. dentre outros. isoladamente ou combinados entre si de forma intermodal ou multimodal. entre outros.,RAIL3,10/12/2024,ON,"R$ 19,58",1 Ação,"R$ 146,24 M",ITR - 30/09/2024,Bens Industriais,Transporte,Transporte Ferroviário,"AGFS, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","-52,18","2,42","2,77","5,16","16,48","0,73","14,97","6,37","-1,25","20,05","6,55","3,72","6,91","22,07","0,98","R$ 36,32 B","R$ 48,63 B",30/09/2024,"R$ 19,58",10/12/2024,"0,47%","R$ 3,75 B","R$ 1,87 B","R$ 1,54 B","- R$ 672,18 M","R$ 2,21 B","R$ 680,81 M","R$ 0,37","R$ 18,76","R$ 23,98","-11,59%","-11,28%","11,89%","5,76%","9,65%","3,12%","2,38%","0,59%","-21,12%","-4,63%","R$ 266,21 M","5,06%","5,71%","7,66%","8,65%","-4,37%","-1,41%","44,03%","-5,32%","18,53%","56,70%","0,27","3,32","2,32","1,66","R$ 7,17 B","R$ 49,81 B","R$ 1,33 B","R$ 18,15 B","R$ 19,49 B","R$ 12,31 B","R$ 14,99 B","R$ 8,08",1.854.868.949,0,1.854.868.949,4.201.603,0,4.201.603,1.850.667.346,0,1.850.667.346,"R$ 2,20 B","- R$ 1,96 B","- R$ 1,10 B","- R$ 857,00 M","- R$ 1,47 B","R$ 734,25 M","- R$ 4,83 B","R$ 2,20 B",,,,,,,,,
RAIZ4,RAIZEN,RAIZEN S.A.,ATIVO,FASE OPERACIONAL,Nível 2 de Governança Corporativa,Distribuição e venda de etanol e de petróleo. combustíveis e outros hidrocarbonetos fluidos e seus subprodutos. bem como itens necessários para o desemprenho de tais atividades.,RAIZ4,10/12/2024,PN,"R$ 2,53",1 Ação,"R$ 20,18 M",ITR - 30/09/2024,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,"AGFS, IBOVESPA, IBRA, IBRX, ICO2, IGC, IGCT, ISE, ITAG, MLCX","33,98","1,21","0,11","1,61","4,11","0,18","3,16","2,92","-0,23","9,28","4,27","0,32","4,74","12,06","0,54","R$ 26,19 B","R$ 76,83 B",30/09/2024,"R$ 2,53",10/12/2024,"6,14%","R$ 72,91 B","R$ 4,37 B","R$ 1,78 B","- R$ 2,84 B","R$ 4,62 B","- R$ 181,58 M","- R$ 0,02","R$ 2,42","R$ 4,17","-37,49%","-27,63%","-17,67%","-9,24%","-53,39%","-22,45%",-,-,-,-,"R$ 39,46 M","7,66%","8,59%","11,60%","13,02%","3,49%","0,63%","6,32%","0,32%","3,41%","7,41%","1,98","6,57","5,57","2,82","R$ 10,61 B","R$ 142,66 B","R$ 14,79 B","R$ 46,46 B","R$ 61,25 B","R$ 50,64 B","R$ 21,72 B","R$ 2,10",8.993.572.584,1.358.936.900,10.352.509.484,0,18.345.996,18.345.996,8.993.572.584,1.340.590.904,10.334.163.488,"R$ 193,64 M","- R$ 2,77 B","R$ 4,47 B","R$ 1,89 B","- R$ 1,61 B","- R$ 1,42 B","- R$ 9,85 B","R$ 6,37 B",,,,,,,,,
RANI3,IRANI,IRANI PAPEL E EMBALAGEM S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Fabricação de papel para embalagem. embalagens de papelão ondulado e resinas.,RANI3,10/12/2024,ON,"R$ 7,01",1 Ação,"R$ 4,98 M",ITR - 30/09/2024,Materiais Básicos,Embalagens,Embalagens,"AGFS, GPTW, IBRA, IDIV, IGC, IGCT, IGNM, IMAT, INDX, ISE, ITAG, SMLL","13,40","1,34","1,06","4,13","7,99","0,48","6,01","2,25","-1,13","10,11","6,23","1,78","6,95","13,45","0,81","R$ 1,68 B","R$ 2,83 B",30/09/2024,"R$ 7,01",10/12/2024,"7,51%","R$ 426,38 M","R$ 155,96 M","R$ 85,15 M","- R$ 50,68 M","R$ 135,83 M","R$ 37,63 M","R$ 0,16","R$ 6,86","R$ 10,62","-29,76%","-31,51%","-5,77%","-2,92%","27,62%","8,46%","82,65%","16,24%","195,94%","24,20%","R$ 6,20 M","7,05%","7,58%","10,68%","11,49%","9,72%","3,61%","37,18%","7,90%","17,62%","28,61%","0,46","2,78","1,78","2,53","R$ 508,95 M","R$ 3,48 B","R$ 147,86 M","R$ 1,51 B","R$ 1,66 B","R$ 1,15 B","R$ 1,25 B","R$ 5,22",239.830.000,0,239.830.000,3.897.000,0,3.897.000,235.933.000,0,235.933.000,"R$ 71,17 M","- R$ 122,73 M","- R$ 38,80 M","- R$ 90,36 M","- R$ 48,79 M","R$ 22,38 M","- R$ 196,96 M","R$ 210,48 M",,,,,,,,,
RAPT3,RANDON PART,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Indústria e comércio de veíc. automotores e rebocados para a movimentação e o de transporte de materiais; de implem para o transp rodoviário e ferroviário e de aparelhos mecânicos. peças,RAPT3,10/12/2024,ON,"R$ 8,76",1 Ação,"R$ 196,85 mil",ITR - 30/09/2024,Bens Industriais,Material de Transporte,Material Rodoviário,IGC,"8,34","0,94","0,26","3,23","6,05","0,21","2,49","0,74","-0,41","6,35","4,96","0,66","8,26","15,46","0,53","R$ 3,26 B","R$ 7,37 B",30/09/2024,"R$ 8,76",10/12/2024,"5,86%","R$ 3,13 B","R$ 823,93 M","R$ 388,74 M","- R$ 82,70 M","R$ 471,44 M","R$ 121,90 M","R$ 0,37","R$ 7,62","R$ 11,91","-22,88%","-13,04%","21,82%","10,34%","-20,03%","-7,17%","-3,60%","-0,91%","25,46%","4,64%","R$ 361,89 mil","10,67%","12,65%","16,17%","19,17%","11,75%","2,71%","25,94%","3,09%","10,35%","13,26%","0,88","4,52","3,52","2,77","R$ 1,88 B","R$ 13,93 B","R$ 1,43 B","R$ 4,56 B","R$ 5,99 B","R$ 4,11 B","R$ 3,08 B","R$ 9,35",116.516.000,212.815.000,329.331.000,0,1.037.000,1.037.000,116.516.000,211.778.000,328.294.000,"- R$ 259,04 M","- R$ 279,63 M","- R$ 237,91 M","- R$ 776,59 M","- R$ 110,52 M","- R$ 369,56 M","- R$ 415,18 M","R$ 476,63 M",,,,,,,,,
RAPT4,RANDON PART,RANDON S.A. IMPLEMENTOS E PARTICIPACOES,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Indústria e comércio de veíc. automotores e rebocados para a movimentação e o de transporte de materiais; de implem para o transp rodoviário e ferroviário e de aparelhos mecânicos. peças,RAPT4,10/12/2024,PN,"R$ 10,51",1 Ação,"R$ 14,37 M",ITR - 30/09/2024,Bens Industriais,Material de Transporte,Material Rodoviário,"AGFS, IBRA, IGC, IGCT, INDX, ITAG, SMLL","10,00","1,12","0,31","3,88","7,26","0,25","2,98","0,89","-0,50","6,35","4,96","0,66","8,26","15,46","0,53","R$ 3,26 B","R$ 7,37 B",30/09/2024,"R$ 10,51",10/12/2024,"4,89%","R$ 3,13 B","R$ 823,93 M","R$ 388,74 M","- R$ 82,70 M","R$ 471,44 M","R$ 121,90 M","R$ 0,37","R$ 8,90","R$ 13,27","-15,55%","-11,52%","34,95%","16,12%","9,01%","2,91%","-16,84%","-4,50%","15,69%","2,95%","R$ 26,10 M","10,67%","12,65%","16,17%","19,17%","11,75%","2,71%","25,94%","3,09%","10,35%","13,26%","0,88","4,52","3,52","2,77","R$ 1,88 B","R$ 13,93 B","R$ 1,43 B","R$ 4,56 B","R$ 5,99 B","R$ 4,11 B","R$ 3,08 B","R$ 9,35",116.516.000,212.815.000,329.331.000,0,1.037.000,1.037.000,116.516.000,211.778.000,328.294.000,"- R$ 259,04 M","- R$ 279,63 M","- R$ 237,91 M","- R$ 776,59 M","- R$ 110,52 M","- R$ 369,56 M","- R$ 415,18 M","R$ 476,63 M",,,,,,,,,
RBNS11,RODOBENS,RODOBENS S.A,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,(i) a participação no capital social de outras sociedades; (ii) a alocação e a gestão de recursos próprios; e (iii) a consultoria estratégica e de gestão de negócios.,RBNS11,NA,,NA,NA,NA,ITR - 30/09/2024,Bens Industriais,Comércio,Material de Transporte,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCSL3,RECRUSUL,RECRUSUL S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Produção e comercialização de implementos rodoviários e equipamentos para refrigeração industrial.,RCSL3,10/12/2024,ON,"R$ 5,04",1 Ação,"R$ 8,31 M",ITR - 30/09/2024,Bens Industriais,Material de Transporte,Material Rodoviário,"AGFS, IBRA, SMLL","-12,73","-16,67","5,26","-48,84","-29,32","3,25","-15,42","-35,02","-2,52","-8,63","-9,82","2,94","-27,32","-16,40","1,82","R$ 89,72 M","R$ 89,71 M",30/09/2024,"R$ 5,04",10/12/2024,"0,00%","R$ 3,16 M","R$ 311,00 mil","- R$ 6,11 M","- R$ 257,00 mil","- R$ 5,85 M","- R$ 5,78 M","- R$ 0,18","R$ 2,65","R$ 13,80","-49,19%","-23,64%","-70,56%","-45,65%","-92,05%","-56,96%","-96,44%","-56,54%","-76,67%","-25,23%","R$ 7,74 M","-19,31%","-10.244,78%","-29,25%","-15.522,39%","-10.858,62%","-20,54%","10,07%","-41,31%","-34,11%","-29,97%","0,50","-5,13","-6,13","0,00","R$ 4,00 mil","R$ 49,32 M","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 4,00 mil","- R$ 9,62 M","- R$ 0,30",10.663.000,21.158.000,31.821.000,0,0,0,10.663.000,21.158.000,31.821.000,"- R$ 88,00 mil","- R$ 676,00 mil","R$ 731,00 mil","- R$ 33,00 mil","- R$ 676,00 mil","- R$ 764,00 mil","- R$ 2,19 M","- R$ 5,47 M",,,,,,,,,
RCSL4,RECRUSUL,RECRUSUL S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Produção e comercialização de implementos rodoviários e equipamentos para refrigeração industrial.,RCSL4,10/12/2024,PN,"R$ 1,70",1 Ação,"R$ 11,32 M",ITR - 30/09/2024,Bens Industriais,Material de Transporte,Material Rodoviário,-,"-4,29","-5,62","1,77","-16,47","-9,89","1,10","-5,20","-11,81","-0,85","-8,63","-9,82","2,94","-27,32","-16,40","1,82","R$ 89,72 M","R$ 89,71 M",30/09/2024,"R$ 1,70",10/12/2024,"0,00%","R$ 3,16 M","R$ 311,00 mil","- R$ 6,11 M","- R$ 257,00 mil","- R$ 5,85 M","- R$ 5,78 M","- R$ 0,18","R$ 0,80","R$ 3,88","-51,15%","-57,07%","-70,89%","-45,96%","-92,62%","-58,02%","-93,40%","-49,29%","-91,00%","-38,18%","R$ 7,30 M","-19,31%","-10.244,78%","-29,25%","-15.522,39%","-10.858,62%","-20,54%","10,07%","-41,31%","-34,11%","-29,97%","0,50","-5,13","-6,13","0,00","R$ 4,00 mil","R$ 49,32 M","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 4,00 mil","- R$ 9,62 M","- R$ 0,30",10.663.000,21.158.000,31.821.000,0,0,0,10.663.000,21.158.000,31.821.000,"- R$ 88,00 mil","- R$ 676,00 mil","R$ 731,00 mil","- R$ 33,00 mil","- R$ 676,00 mil","- R$ 764,00 mil","- R$ 2,19 M","- R$ 5,47 M",,,,,,,,,
RDNI3,RNI,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,(i) a compra e venda de imóveis; (ii) o desmembramento ou loteamento de terrenos; (iii) a incorporação imobiliária ou construção de imóveis destinados à venda; (iv) a prestação de serviços a terceiros,RDNI3,10/12/2024,ON,"R$ 2,44",1 Ação,"R$ 3,90 mil",ITR - 30/09/2024,Consumo Cíclico,Construção Civil,Incorporações,"IGC, IGNM, ITAG","-0,48","0,33","0,24","-0,56","-0,56","0,06","-0,87","0,52","-0,09","-5,21","-5,49","1,45","-3,38","-3,37","0,39","R$ 106,80 M","R$ 642,89 M",30/09/2024,"R$ 2,44",10/12/2024,"0,00%","R$ 175,80 M","R$ 38,79 M","R$ 8,40 M","- R$ 1,67 M","R$ 10,07 M","- R$ 10,97 M","- R$ 0,25","R$ 2,42","R$ 4,90","-47,30%","-45,54%","-62,61%","-38,77%","-74,64%","-36,68%","-77,55%","-31,15%","-82,85%","-29,69%","R$ 16,62 mil","-4,00%","-6,12%","-6,05%","-9,27%","-38,46%","-9,54%","6,47%","-50,32%","-27,78%","-26,36%","0,19","5,14","4,14","-4,58","R$ 33,43 M","R$ 1,66 B","R$ 228,33 M","R$ 341,19 M","R$ 569,52 M","R$ 536,09 M","R$ 322,86 M","R$ 7,38",43.770.000,0,43.770.000,1.567.000,0,1.567.000,42.203.000,0,42.203.000,"- R$ 17,08 M","R$ 4,64 M","- R$ 14,13 M","- R$ 26,58 M","- R$ 118,00 mil","- R$ 17,20 M","- R$ 752,00 mil","- R$ 190,93 M",,,,,,,,,
RDOR3,REDE D OR,REDE DOR SÃO LUIZ S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,,RDOR3,10/12/2024,ON,"R$ 27,65",1 Ação,"R$ 143,51 M",ITR - 30/09/2024,Saúde,Serv.Méd.Hospit..Análises e Diagnósticos,Serv.Méd.Hospit..Análises e Diagnósticos,"GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","17,15","2,59","1,28","14,86","38,99","0,65","8,75","2,01","-1,51","12,92","10,73","1,89","21,95","57,60","0,96","R$ 63,30 B","R$ 93,51 B",30/09/2024,"R$ 27,65",10/12/2024,"2,28%","R$ 13,02 B","R$ 2,44 B","R$ 2,19 B","- R$ 404,64 M","R$ 2,59 B","R$ 1,15 B","R$ 0,50","R$ 23,07","R$ 34,59","1,27%","6,70%","8,25%","4,03%","-42,43%","-16,80%","-52,75%","-17,08%",-,-,"R$ 160,89 M","8,30%","9,12%","12,57%","13,81%","16,68%","4,11%","18,67%","7,45%","14,61%","17,59%","0,55","4,00","3,00","3,47","R$ 5,50 B","R$ 97,86 B","R$ 3,01 B","R$ 32,70 B","R$ 35,71 B","R$ 30,21 B","R$ 24,47 B","R$ 10,69",2.289.292.590,0,2.289.292.590,47.208.463,0,47.208.463,2.242.084.127,0,2.242.084.127,"R$ 2,81 B","R$ 720,94 M","- R$ 1,67 B","R$ 1,86 B","- R$ 770,05 M","R$ 2,04 B","- R$ 2,64 B","R$ 1,62 B",,,,,,,,,
RECV3,PETRORECSA,PETRORECÔNCAVO S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Exploração e produção de petróleo e gás natural,RECV3,10/12/2024,ON,"R$ 15,81",1 Ação,"R$ 46,90 M",ITR - 30/09/2024,Petróleo. Gás e Biocombustíveis,Petróleo. Gás e Biocombustíveis,Exploração. Refino e Distribuição,"IBOVESPA, IBRA, IBRX, IGC, IGCT, IGNM, ITAG, SMLL","7,84","1,01","1,49","2,42","5,15","0,60","5,91","4,68","-2,16","7,56","3,99","1,91","3,09","6,58","0,77","R$ 4,64 B","R$ 5,94 B",30/09/2024,"R$ 15,81",10/12/2024,"17,40%","R$ 850,19 M","R$ 285,33 M","R$ 236,40 M","- R$ 203,00 M","R$ 439,40 M","R$ 158,84 M","R$ 0,54","R$ 15,33","R$ 20,83","-11,78%","-12,07%","-30,59%","-16,65%","27,60%","8,45%",-,-,-,-,"R$ 35,91 M","8,96%","9,83%","13,57%","14,89%","13,36%","8,56%","34,27%","19,03%","25,24%","47,80%","0,45","1,69","0,69","0,87","R$ 420,69 M","R$ 7,71 B","R$ 125,00 M","R$ 1,59 B","R$ 1,72 B","R$ 1,30 B","R$ 4,57 B","R$ 15,59",293.452.126,0,293.452.126,352.936,0,352.936,293.099.190,0,293.099.190,"R$ 521,19 M","- R$ 124,24 M","- R$ 387,29 M","R$ 9,67 M","- R$ 253,47 M","R$ 267,72 M","- R$ 1,02 B","R$ 901,45 M",,,,,,,,,
REDE3,REDE ENERGIA,REDE ENERGIA PARTICIPAÇÕES S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Participação em outras empresas (A Rede Energia Participações é uma holding),REDE3,10/12/2024,ON,"R$ 6,38",1 Ação,"R$ 19,77 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"8,62","3,28","0,78","2,95","6,54","0,45","3,44","19,60","-0,54","7,01","5,76","1,58","6,01","13,34","0,92","R$ 13,46 B","R$ 27,44 B",30/09/2024,"R$ 6,38",10/12/2024,"9,15%","R$ 4,46 B","R$ 1,16 B","R$ 832,83 M","- R$ 223,12 M","R$ 1,06 B","R$ 286,18 M","R$ 0,14","R$ 5,82","R$ 7,39","3,60%","6,97%","37,10%","17,04%","31,99%","9,68%","-10,97%","-2,86%","18,11%","3,38%","R$ 12,87 mil","17,00%","14,80%","25,75%","22,43%","26,73%","5,91%","29,27%","9,00%","22,55%","27,45%","0,66","7,26","6,26","2,93","R$ 438,88 M","R$ 29,84 B","R$ 3,48 B","R$ 10,93 B","R$ 14,41 B","R$ 13,97 B","R$ 4,11 B","R$ 1,95",2.110.323.374,0,2.110.323.374,0,0,0,2.110.323.374,0,2.110.323.374,"R$ 828,35 M","- R$ 3,26 M","- R$ 698,90 M","R$ 126,18 M","- R$ 765,75 M","R$ 62,60 M","- R$ 2,51 B","R$ 2,06 B",,,,,,,,,
RENT3,LOCALIZA,LOCALIZA RENT A CAR S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Aluguel de carros e gestão de frotas,RENT3,10/12/2024,ON,"R$ 34,43",1 Ação,"R$ 520,36 M",ITR - 30/09/2024,Consumo Cíclico,Diversos,Aluguel de carros,"GPTW, IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, ITAG, MLCX","22,17","1,45","1,06","-13,66","-12,22","0,45","6,68","21,51","-0,67","14,15","6,88","2,23","-28,93","-25,88","0,96","R$ 37,27 B","R$ 78,94 B",30/09/2024,"R$ 34,43",10/12/2024,"4,54%","R$ 9,68 B","R$ 2,76 B","R$ 2,03 B","- R$ 1,29 B","R$ 3,32 B","R$ 811,18 M","R$ 0,75","R$ 33,45","R$ 63,23","-42,30%","-41,78%","-30,88%","-16,82%","-34,38%","-13,09%","-41,05%","-12,37%","-10,79%","-2,25%","R$ 380,50 M","6,58%","6,01%","9,97%","9,11%","6,67%","2,28%","23,69%","4,76%","15,79%","32,47%","0,48","3,22","2,22","3,63","R$ 1,49 B","R$ 82,59 B","R$ 7,61 B","R$ 35,54 B","R$ 43,16 B","R$ 41,67 B","R$ 25,64 B","R$ 23,68",1.082.620.720,0,1.082.620.720,21.940.484,0,21.940.484,1.060.680.236,0,1.060.680.236,"R$ 2,01 B","- R$ 84,20 M","- R$ 1,71 B","R$ 207,83 M","- R$ 60,90 M","R$ 1,95 B","- R$ 321,83 M","- R$ 3,05 B",,,,,,,,,
RNEW11,RENOVA,RENOVA ENERGIA S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Nível 2 de Governança Corporativa,Geração de energia por meio de fontes renováveis.,RNEW11,10/12/2024,UNT,"R$ 2,79",1 Ação,"R$ 8,46 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"3,04","0,26","1,06","2,94","4,28","0,08","0,83","-0,66","-0,09","4,51","3,33","5,78","16,00","23,29","0,41","R$ 229,53 M","R$ 1,26 B",30/09/2024,"R$ 2,79",10/12/2024,"0,00%","R$ 69,28 M","R$ 11,16 M","R$ 46,53 M","- R$ 25,17 M","R$ 71,71 M","- R$ 1,35 M","- R$ 0,01","R$ 2,50","R$ 4,47","-31,62%","-22,28%","-54,49%","-32,46%","-59,27%","-25,85%","-83,64%","-36,38%","-72,94%","-22,98%","R$ 31,94 mil","7,71%","10,09%","11,68%","15,30%","9,47%","2,80%","79,22%","34,99%","127,98%","173,56%","0,08","3,48","2,48","2,72","R$ 127,09 M","R$ 3,08 B","R$ 291,97 M","R$ 867,32 M","R$ 1,16 B","R$ 1,03 B","R$ 883,60 M","R$ 3,54",124.741.981,124.741.975,249.483.956,0,0,0,124.741.981,124.741.975,249.483.956,"R$ 17,99 M","R$ 31,20 M","- R$ 282,00 mil","R$ 48,91 M","- R$ 9,24 M","R$ 8,75 M","- R$ 24,70 M","R$ 54,17 M",,,,,,,,,
RNEW3,RENOVA,RENOVA ENERGIA S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Nível 2 de Governança Corporativa,Geração de energia por meio de fontes renováveis.,RNEW3,10/12/2024,ON,"R$ 0,91",1 Ação,"R$ 34,68 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"2,97","0,26","1,04","2,88","4,19","0,07","0,81","-0,65","-0,09","4,51","3,33","5,78","16,00","23,29","0,41","R$ 229,53 M","R$ 1,26 B",30/09/2024,"R$ 0,91",10/12/2024,"0,00%","R$ 69,28 M","R$ 11,16 M","R$ 46,53 M","- R$ 25,17 M","R$ 71,71 M","- R$ 1,35 M","- R$ 0,01","R$ 0,82","R$ 1,49","-31,58%","-23,53%","-54,04%","-32,13%","-61,44%","-27,19%","-84,06%","-36,80%","-77,14%","-25,53%","R$ 125,20 mil","7,71%","10,09%","11,68%","15,30%","9,47%","2,80%","79,22%","34,99%","127,98%","173,56%","0,08","3,48","2,48","2,72","R$ 127,09 M","R$ 3,08 B","R$ 291,97 M","R$ 867,32 M","R$ 1,16 B","R$ 1,03 B","R$ 883,60 M","R$ 3,54",124.741.981,124.741.975,249.483.956,0,0,0,124.741.981,124.741.975,249.483.956,"R$ 17,99 M","R$ 31,20 M","- R$ 282,00 mil","R$ 48,91 M","- R$ 9,24 M","R$ 8,75 M","- R$ 24,70 M","R$ 54,17 M",,,,,,,,,
RNEW4,RENOVA,RENOVA ENERGIA S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Nível 2 de Governança Corporativa,Geração de energia por meio de fontes renováveis.,RNEW4,10/12/2024,PN,"R$ 0,93",1 Ação,"R$ 307,44 mil",ITR - 30/09/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"3,04","0,26","1,06","2,94","4,28","0,08","0,83","-0,66","-0,09","4,51","3,33","5,78","16,00","23,29","0,41","R$ 229,53 M","R$ 1,26 B",30/09/2024,"R$ 0,93",10/12/2024,"0,00%","R$ 69,28 M","R$ 11,16 M","R$ 46,53 M","- R$ 25,17 M","R$ 71,71 M","- R$ 1,35 M","- R$ 0,01","R$ 0,81","R$ 1,51","-33,09%","-21,19%","-53,50%","-31,74%","-58,48%","-25,38%","-83,51%","-36,26%","-70,29%","-21,53%","R$ 281,54 mil","7,71%","10,09%","11,68%","15,30%","9,47%","2,80%","79,22%","34,99%","127,98%","173,56%","0,08","3,48","2,48","2,72","R$ 127,09 M","R$ 3,08 B","R$ 291,97 M","R$ 867,32 M","R$ 1,16 B","R$ 1,03 B","R$ 883,60 M","R$ 3,54",124.741.981,124.741.975,249.483.956,0,0,0,124.741.981,124.741.975,249.483.956,"R$ 17,99 M","R$ 31,20 M","- R$ 282,00 mil","R$ 48,91 M","- R$ 9,24 M","R$ 8,75 M","- R$ 24,70 M","R$ 54,17 M",,,,,,,,,
ROMI3,ROMI,ROMI S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Indústria e Comércio de Máquinas-Ferramenta,ROMI3,10/12/2024,ON,"R$ 9,02",1 Ação,"R$ 1,55 M",ITR - 30/09/2024,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais,"IGC, IGNM, ITAG, SMLL","6,83","0,70","0,73","5,11","8,28","0,35","7,18","1,18","-1,70","11,88","7,95","1,20","8,45","13,70","0,58","R$ 840,40 M","R$ 1,39 B",30/09/2024,"R$ 9,02",10/12/2024,"8,52%","R$ 264,81 M","R$ 79,25 M","R$ 19,53 M","- R$ 14,72 M","R$ 34,25 M","R$ 22,96 M","R$ 0,25","R$ 8,97","R$ 12,12","-23,39%","-20,25%","-13,85%","-7,16%","-24,86%","-9,08%","6,38%","1,56%","33,79%","5,99%","R$ 1,90 M","4,67%","4,65%","7,07%","7,05%","10,84%","5,40%","28,89%","10,64%","10,13%","15,14%","0,51","2,00","1,00","3,14","R$ 181,23 M","R$ 2,40 B","R$ 313,05 M","R$ 418,05 M","R$ 731,10 M","R$ 549,87 M","R$ 1,20 B","R$ 12,88",93.170.747,0,93.170.747,0,0,0,93.170.747,0,93.170.747,"R$ 3,45 M","- R$ 56,11 M","- R$ 45,48 M","- R$ 104,06 M","- R$ 14,49 M","- R$ 11,05 M","- R$ 63,11 M","R$ 101,51 M",,,,,,,,,
